,id,title,price,original_price,discount,star,ratings_reviews,description,brand,model,camera,screen_size_cm,screen_size_inch,display,ram,storage,expandable_storage,color,processor,battery,rating,review,rear_camera,front_camera
44,44,"Realme P1 5G (Phoenix Red, 128 Gb)",16999,21999,22,4.3,"10,355 Ratings & 574 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,2 TB,Phoenix Red,Dimensity 7050 Processor,5000 mAh Battery,10355,574,50MP,16MP
45,45,"Realme P1 5G (Phoenix Red, 256 Gb)",18999,22999,17,4.3,"10,355 Ratings & 574 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,2 TB,Phoenix Red,Dimensity 7050 Processor,5000 mAh Battery,10355,574,50MP,16MP
46,46,"Realme P1 5G (Peacock Green, 256 Gb)",18999,22999,17,4.3,"10,355 Ratings & 574 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,2 TB,Peacock Green,Dimensity 7050 Processor,5000 mAh Battery,10355,574,50MP,16MP
47,47,"Apple Iphone 15 (Green, 128 Gb)",71999,79900,9,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple Iphone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB,128 GB,,Green,A16 Bionic Processor,3349 mAh Battery,43305,2336,48MP,12MP
48,48,"Realme P1 5G (Phoenix Red, 128 Gb)",15999,20999,23,4.3,"20,996 Ratings & 1,324 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,6 GB,128 GB,2 TB,Phoenix Red,Dimensity 7050 Processor,5000 mAh Battery,20996,1324,50MP,16MP
49,49,"Apple Iphone 15 (Green, 128 Gb)",71999,79900,9,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple Iphone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB,128 GB,,Green,A16 Bionic Processor,3349 mAh Battery,43305,2336,48MP,12MP
50,50,"Apple Iphone 14 Plus (Blue, 128 Gb)",58999,79900,26,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple Iphone 14 Plus ,12MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB,128 GB,,Blue,A15 Bionic Processor,3279 mAh Battery,75463,4224,12MP,12MP
51,51,"Motorola G04S (Sea Green, 64 Gb)",6999,9999,30,4.2,"7,600 Ratings & 422 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G04S ,50MP Rear Camera | 5MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,1 TB,Sea Green,T606 Processor,5000 mAh Battery,7600,422,50MP,5MP
52,52,"Motorola G85 5G (Cobalt Blue, 128 Gb)",17999,20999,14,4.5,"6,166 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,,Cobalt Blue,6s Gen 3 Processor,5000 mAh Battery,6166,335,50MP,32MP
53,53,"Motorola G04S (Concord Black, 64 Gb)",6999,9999,30,4.2,"7,600 Ratings & 422 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G04S ,50MP Rear Camera | 5MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,1 TB,Concord Black,T606 Processor,5000 mAh Battery,7600,422,50MP,5MP
54,54,"Oneplus Nord Ce 3 Lite 5G (Pastel Lime, 256 Gb)",18178,21999,17,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,Oneplus,Oneplus Nord Ce 3 Lite 5G ,108MP Rear Camera,17.07,6.72,Full HD+,8 GB,256 GB,,Pastel Lime,Qualcomm Snapdragon 695 Processor,5000 mAh Battery,99923,5350,108MP,0 MP
55,55,"Samsung Galaxy S23 5G (Green, 256 Gb)",60999,95999,36,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,256 GB,,Green,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
56,56,"Realme 12X 5G (Woodland Green, 128 Gb)",11999,16999,29,4.1,"7,036 Ratings & 413 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme 12X 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,4 GB,128 GB,2 TB,Woodland Green,Dimensity 6100+ Processor,5000 mAh Battery,7036,413,50MP,8MP
57,57,"Motorola G34 5G (Ocean Green, 128 Gb)",11999,14999,20,4.2,"1,06,420 Ratings & 7,385 Reviews",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,8 GB,128 GB,,Ocean Green,Snapdragon 695 5G Processor,5000 mAh Battery,106420,7385,50MP,16MP
58,58,"Motorola G64 5G (Pearl Blue, 256 Gb)",16999,19999,15,4.2,"11,533 Ratings & 693 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,12 GB,256 GB,1 TB,Pearl Blue,Dimensity 7025 Processor,6000 mAh Battery,11533,693,50MP,16MP
59,59,"Poco C61 (Mystical Green, 64 Gb)",6499,8999,27,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco C61 ,8MP Rear Camera | 5MP Front Camera,17.04,6.71,HD+,4 GB,64 GB,1 TB,Mystical Green,Helio G36 Processor,5000 mAh Battery,11301,354,8MP,5MP
60,60,"Oneplus Nord Ce 3 Lite 5G (Chromatic Gray, 128 Gb)",17021,19999,14,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,Oneplus,Oneplus Nord Ce 3 Lite 5G ,108MP Rear Camera,17.07,6.72,Full HD+,8 GB,128 GB,,Chromatic Gray,Qualcomm Snapdragon 695 Processor,5000 mAh Battery,99923,5350,108MP,0 MP
61,61,"Poco C61 (Diamond Dust Black, 64 Gb)",6499,8999,27,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco C61 ,8MP Rear Camera | 5MP Front Camera,17.04,6.71,HD+,4 GB,64 GB,1 TB,Diamond Dust Black,Helio G36 Processor,5000 mAh Battery,11301,354,8MP,5MP
62,62,"Redmi 12 5G (Jade Black, 128 Gb)",12499,17999,30,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB,128 GB,1 TB,Jade Black,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,43201,1990,50MP,8MP
63,63,"Oneplus Nord Ce 3 Lite 5G (Chromatic Gray, 256 Gb)",18188,21999,17,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,Oneplus,Oneplus Nord Ce 3 Lite 5G ,108MP Rear Camera,17.07,6.72,Full HD+,8 GB,256 GB,,Chromatic Gray,Qualcomm Snapdragon 695 Processor,5000 mAh Battery,99923,5350,108MP,0 MP
64,64,"Oneplus Nord Ce 3 Lite 5G (Pastel Lime, 128 Gb)",17169,19999,14,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,Oneplus,Oneplus Nord Ce 3 Lite 5G ,108MP Rear Camera,17.07,6.72,Full HD+,8 GB,128 GB,,Pastel Lime,Qualcomm Snapdragon 695 Processor,5000 mAh Battery,99923,5350,108MP,0 MP
65,65,"Apple Iphone 15 (Pink, 128 Gb)",71999,79900,9,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple Iphone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB,128 GB,,Pink,A16 Bionic Processor,3349 mAh Battery,43305,2336,48MP,12MP
66,66,"Vivo T3 Lite 5G (Majestic Black, 128 Gb)",11499,15499,25,4.4,"6,935 Ratings & 218 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,Full HD+,6 GB,128 GB,1 TB,Majestic Black,Dimensity 6300 Processor,5000 mAh Battery,6935,218,50MP,8MP
67,67,"Vivo T3 Lite 5G (Vibrant Green, 128 Gb)",11499,15499,25,4.4,"6,935 Ratings & 218 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,Full HD+,6 GB,128 GB,1 TB,Vibrant Green,Dimensity 6300 Processor,5000 mAh Battery,6935,218,50MP,8MP
68,68,"Poco C65 (Pastel Green, 128 Gb)",7499,11999,37,4.2,"11,352 Ratings & 590 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,Poco,Poco C65 ,50MP + AI Lens + 2MP | 8MP Front Camera,17.12,6.74,HD+,6 GB,128 GB,1 TB,Pastel Green,Helio G85 Processor,5000 mAh Battery,11352,590,50MP,8MP
69,69,"Poco M6 5G (Orion Blue, 128 Gb)",9999,13999,28,4.3,"23,404 Ratings & 1,249 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco M6 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,6 GB,128 GB,1 TB,Orion Blue,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,23404,1249,50MP,5MP
70,70,"Motorola G64 5G (Mint Green, 256 Gb)",16999,19999,15,4.2,"11,533 Ratings & 693 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,12 GB,256 GB,1 TB,Mint Green,Dimensity 7025 Processor,6000 mAh Battery,11533,693,50MP,16MP
71,71,"Poco M6 5G (Galactic Black, 256 Gb)",10999,15999,31,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco M6 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB,256 GB,1 TB,Galactic Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,13901,721,50MP,5MP
72,72,"Motorola G34 5G (Ice Blue, 128 Gb)",10999,13999,21,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,4 GB,128 GB,,Ice Blue,Snapdragon 695 5G Processor,5000 mAh Battery,39729,3031,50MP,16MP
73,73,Lava A1 Josh Bol Keypad Mobile|1000 Mah Battery|Expandable Storage 32Gb,959,1399,31,4.0,"6,800 Ratings & 314 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,Lava,Lava A1 Josh Bol Keypad Mobile|1000 Mah Battery|Expandable Storage 32Gb,0MP | 0MP Front Camera,4.5,1.77,QVGA,4 MB,4 MB,32 GB,Black,,1000 mAh Battery,6800,314,0MP,0MP
74,74,"Samsung Galaxy S23 Fe (Purple, 128 Gb)",44999,79999,43,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung,Samsung Galaxy S23 Fe ,50MP + 12MP | 10MP Front Camera,16.26,6.4,Full HD+,8 GB,128 GB,,Purple,Samsung Exynos 2200 Processor,4500 mAh Battery,9896,649,50MP,10MP
75,75,"Poco M6 5G (Polaris Green, 256 Gb)",10999,15999,31,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco M6 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB,256 GB,1 TB,Polaris Green,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,13901,721,50MP,5MP
76,76,"Vivo T2 Pro 5G (Dune Gold, 256 Gb)",23999,27999,14,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Vivo,Vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB,256 GB,,Dune Gold,Dimensity 7200 Processor,4600 mAh Battery,108517,8423,64MP,16MP
77,77,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",1899,2199,13,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",0MP Front Camera,6.1,2.4,QVGA,4 MB,4 MB,,Black,6261D Processor,1450 mAh Battery,4749,231,0MP,0MP
78,78,"Motorola G85 5G (Olive Green, 256 Gb)",19999,22999,13,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,12 GB,256 GB,,Olive Green,6s Gen 3 Processor,5000 mAh Battery,1045,75,50MP,32MP
79,79,"Samsung Galaxy S23 5G (Phantom Black, 128 Gb)",55999,89999,37,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,128 GB,,Phantom Black,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
80,80,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",1925,2199,12,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",0MP Front Camera,6.1,2.4,QVGA,4 MB,4 MB,,Black,6261D Processor,1450 mAh Battery,4749,231,0MP,0MP
81,81,"Vivo T3 Lite 5G (Vibrant Green, 128 Gb)",10499,14499,27,4.5,"4,184 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,Full HD+,4 GB,128 GB,1 TB,Vibrant Green,Dimensity 6300 Processor,5000 mAh Battery,4184,79,50MP,8MP
82,82,"Motorola G34 5G (Charcoal Black, 128 Gb)",10999,13999,21,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,4 GB,128 GB,,Charcoal Black,Snapdragon 695 5G Processor,5000 mAh Battery,39729,3031,50MP,16MP
83,83,"Redmi 13C (Starshine Green, 128 Gb)",8499,13999,39,4.2,"10,033 Ratings & 413 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C ,50MP Rear Camera | 8MP Front Camera,17.12,6.74,HD+,6 GB,128 GB,1 TB,Starshine Green,Helio G85 Processor,5000 mAh Battery,10033,413,50MP,8MP
84,84,"Vivo T3 Lite 5G (Majestic Black, 128 Gb)",10499,14499,27,4.5,"4,184 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,Full HD+,4 GB,128 GB,1 TB,Majestic Black,Dimensity 6300 Processor,5000 mAh Battery,4184,79,50MP,8MP
85,85,"Vivo T2 Pro 5G (Dune Gold, 128 Gb)",22999,26999,14,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Vivo,Vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB,128 GB,,Dune Gold,Dimensity 7200 Processor,4600 mAh Battery,108517,8423,64MP,16MP
86,86,"Vivo T2 Pro 5G (New Moon Black, 256 Gb)",23999,27999,14,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Vivo,Vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB,256 GB,,New Moon Black,Dimensity 7200 Processor,4600 mAh Battery,108517,8423,64MP,16MP
87,87,"Vivo T2 Pro 5G (New Moon Black, 128 Gb)",22999,26999,14,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Vivo,Vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB,128 GB,,New Moon Black,Dimensity 7200 Processor,4600 mAh Battery,108517,8423,64MP,16MP
88,88,"Vivo T3 5G (Cosmic Blue, 256 Gb)",21999,24999,12,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,,Cosmic Blue,Dimensity 7200 Processor,5000 mAh Battery,36142,2564,50MP,16MP
89,89,"Vivo T3 5G (Cosmic Blue, 128 Gb)",19999,22999,13,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,,Cosmic Blue,Dimensity 7200 Processor,5000 mAh Battery,36142,2564,50MP,16MP
90,90,"Samsung Galaxy S23 5G (Green, 128 Gb)",55999,89999,37,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,128 GB,,Green,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
91,91,"Redmi 12 5G (Pastel Blue, 128 Gb)",12499,17999,30,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB,128 GB,1 TB,Pastel Blue,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,43201,1990,50MP,8MP
