,id,title,price,original_price,discount,star,ratings_reviews,description,brand,model,camera,screen_size_cm,screen_size_inch,display,ram,storage,expandable_storage,color,processor,battery,rating,review
46,46,"realme P1 5G (Peacock Green, 256 GB)","₹18,999","₹22,999",17% off,4.3,"10,355 Ratings & 574 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,256 GB,2 TB,Peacock Green,Dimensity 7050 Processor,5000 mAh Battery,"10,355 Ratings",574 Reviews
47,47,"Apple iPhone 15 (Green, 128 GB)","₹71,999","₹79,900",9% off,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB RAM,128 GB,,Green,,,"43,305 Ratings","2,336 Reviews"
48,48,"realme P1 5G (Phoenix Red, 128 GB)","₹15,999","₹20,999",23% off,4.3,"20,996 Ratings & 1,324 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,6 GB RAM,128 GB,2 TB,Phoenix Red,Dimensity 7050 Processor,5000 mAh Battery,"20,996 Ratings","1,324 Reviews"
49,49,"Apple iPhone 15 (Green, 128 GB)","₹71,999","₹79,900",9% off,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB RAM,128 GB,,Green,,,"43,305 Ratings","2,336 Reviews"
50,50,"Apple iPhone 14 Plus (Blue, 128 GB)","₹58,999","₹79,900",26% off,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 14 Plus ,12MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB RAM,128 GB,,Blue,,,"75,463 Ratings","4,224 Reviews"
51,51,"Motorola g04s (Sea Green, 64 GB)","₹6,999","₹9,999",30% off,4.2,"7,600 Ratings & 422 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g04s ,50MP Rear Camera | 5MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,1 TB,Sea Green,T606 Processor,5000 mAh Battery,"7,600 Ratings",422 Reviews
52,52,"Motorola G85 5G (Cobalt Blue, 128 GB)","₹17,999","₹20,999",14% off,4.5,"6,166 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,,Cobalt Blue,6s Gen 3 Processor,5000 mAh Battery,"6,166 Ratings",335 Reviews
53,53,"Motorola g04s (Concord Black, 64 GB)","₹6,999","₹9,999",30% off,4.2,"7,600 Ratings & 422 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g04s ,50MP Rear Camera | 5MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,1 TB,Concord Black,T606 Processor,5000 mAh Battery,"7,600 Ratings",422 Reviews
54,54,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","₹18,178","₹21,999",17% off,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,OnePlus,OnePlus Nord CE 3 Lite 5G ,108MP Rear Camera,17.07,6.72,,8 GB RAM,256 GB,,Pastel Lime,,5000 mAh Battery,"99,923 Ratings","5,350 Reviews"
55,55,"SAMSUNG Galaxy S23 5G (Green, 256 GB)","₹60,999","₹95,999",36% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB RAM,256 GB,,Green,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh Lithium Ion Battery,"11,289 Ratings","1,065 Reviews"
56,56,"realme 12x 5G (Woodland Green, 128 GB)","₹11,999","₹16,999",29% off,4.1,"7,036 Ratings & 413 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme 12x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,4 GB RAM,128 GB,2 TB,Woodland Green,Dimensity 6100+ Processor,5000 mAh Battery,"7,036 Ratings",413 Reviews
57,57,"Motorola G34 5G (Ocean Green, 128 GB)","₹11,999","₹14,999",20% off,4.2,"1,06,420 Ratings & 7,385 Reviews",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,8 GB RAM,128 GB,,Ocean Green,Snapdragon 695 5G Processor,5000 mAh Battery,"1,06,420 Ratings","7,385 Reviews"
58,58,"Motorola g64 5G (Pearl Blue, 256 GB)","₹16,999","₹19,999",15% off,4.2,"11,533 Ratings & 693 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,12 GB RAM,256 GB,1 TB,Pearl Blue,Dimensity 7025 Processor,6000 mAh Battery,"11,533 Ratings",693 Reviews
59,59,"POCO C61 (Mystical Green, 64 GB)","₹6,499","₹8,999",27% off,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO C61 ,8MP Rear Camera | 5MP Front Camera,17.04,6.71,HD+,4 GB RAM,64 GB,1 TB,Mystical Green,Helio G36 Processor,5000 mAh Battery,"11,301 Ratings",354 Reviews
60,60,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹17,021","₹19,999",14% off,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,OnePlus,OnePlus Nord CE 3 Lite 5G ,108MP Rear Camera,17.07,6.72,,8 GB RAM,128 GB,,Chromatic Gray,,5000 mAh Battery,"99,923 Ratings","5,350 Reviews"
61,61,"POCO C61 (Diamond Dust Black, 64 GB)","₹6,499","₹8,999",27% off,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO C61 ,8MP Rear Camera | 5MP Front Camera,17.04,6.71,HD+,4 GB RAM,64 GB,1 TB,Diamond Dust Black,Helio G36 Processor,5000 mAh Battery,"11,301 Ratings",354 Reviews
62,62,"REDMI 12 5G (Jade Black, 128 GB)","₹12,499","₹17,999",30% off,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB RAM,128 GB,1 TB,Jade Black,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,"43,201 Ratings","1,990 Reviews"
63,63,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","₹18,188","₹21,999",17% off,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,OnePlus,OnePlus Nord CE 3 Lite 5G ,108MP Rear Camera,17.07,6.72,,8 GB RAM,256 GB,,Chromatic Gray,,5000 mAh Battery,"99,923 Ratings","5,350 Reviews"
64,64,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","₹17,169","₹19,999",14% off,4.4,"99,923 Ratings & 5,350 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,OnePlus,OnePlus Nord CE 3 Lite 5G ,108MP Rear Camera,17.07,6.72,,8 GB RAM,128 GB,,Pastel Lime,,5000 mAh Battery,"99,923 Ratings","5,350 Reviews"
65,65,"Apple iPhone 15 (Pink, 128 GB)","₹71,999","₹79,900",9% off,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB RAM,128 GB,,Pink,,,"43,305 Ratings","2,336 Reviews"
66,66,"vivo T3 Lite 5G (Majestic Black, 128 GB)","₹11,499","₹15,499",25% off,4.4,"6,935 Ratings & 218 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,,6 GB RAM,128 GB,1 TB,Majestic Black,Dimensity 6300 Processor,5000 mAh Battery,"6,935 Ratings",218 Reviews
67,67,"vivo T3 Lite 5G (Vibrant Green, 128 GB)","₹11,499","₹15,499",25% off,4.4,"6,935 Ratings & 218 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,,6 GB RAM,128 GB,1 TB,Vibrant Green,Dimensity 6300 Processor,5000 mAh Battery,"6,935 Ratings",218 Reviews
68,68,"POCO C65 (Pastel Green, 128 GB)","₹7,499","₹11,999",37% off,4.2,"11,352 Ratings & 590 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,POCO,POCO C65 ,50MP + AI Lens + 2MP | 8MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Pastel Green,Helio G85 Processor,5000 mAh Battery,"11,352 Ratings",590 Reviews
69,69,"POCO M6 5G (Orion Blue, 128 GB)","₹9,999","₹13,999",28% off,4.3,"23,404 Ratings & 1,249 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO M6 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Orion Blue,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"23,404 Ratings","1,249 Reviews"
70,70,"Motorola g64 5G (Mint Green, 256 GB)","₹16,999","₹19,999",15% off,4.2,"11,533 Ratings & 693 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,12 GB RAM,256 GB,1 TB,Mint Green,Dimensity 7025 Processor,6000 mAh Battery,"11,533 Ratings",693 Reviews
71,71,"POCO M6 5G (Galactic Black, 256 GB)","₹10,999","₹15,999",31% off,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO M6 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB RAM,256 GB,1 TB,Galactic Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"13,901 Ratings",721 Reviews
72,72,"Motorola G34 5G (Ice Blue, 128 GB)","₹10,999","₹13,999",21% off,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,4 GB RAM,128 GB,,Ice Blue,Snapdragon 695 5G Processor,5000 mAh Battery,"39,729 Ratings","3,031 Reviews"
73,73,LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,₹959,"₹1,399",31% off,4.0,"6,800 Ratings & 314 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,LAVA,LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,0MP | 0MP Front Camera,4.5,1.77,QVGA,4 MB RAM,,32 GB,Black,,1000 mAh Battery,"6,800 Ratings",314 Reviews
74,74,"SAMSUNG Galaxy S23 FE (Purple, 128 GB)","₹44,999","₹79,999",43% off,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 FE ,50MP + 12MP | 10MP Front Camera,16.26,6.4,Full HD+,8 GB RAM,128 GB,,Purple,Samsung Exynos 2200 Processor,4500 mAh Battery,"9,896 Ratings",649 Reviews
75,75,"POCO M6 5G (Polaris Green, 256 GB)","₹10,999","₹15,999",31% off,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO M6 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB RAM,256 GB,1 TB,Polaris Green,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"13,901 Ratings",721 Reviews
76,76,"vivo T2 Pro 5G (Dune Gold, 256 GB)","₹23,999","₹27,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,vivo,vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB RAM,256 GB,,Dune Gold,Dimensity 7200 Processor,4600 mAh Battery,"1,08,517 Ratings","8,423 Reviews"
77,77,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,899","₹2,199",13% off,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",0MP Front Camera,6.1,2.4,,4 MB RAM,,,Black,6261D Processor,1450 mAh Battery,"4,749 Ratings",231 Reviews
78,78,"Motorola G85 5G (Olive Green, 256 GB)","₹19,999","₹22,999",13% off,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,12 GB RAM,256 GB,,Olive Green,6s Gen 3 Processor,5000 mAh Battery,"1,045 Ratings",75 Reviews
79,79,"SAMSUNG Galaxy S23 5G (Phantom Black, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB RAM,128 GB,,Phantom Black,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh Lithium Ion Battery,"11,289 Ratings","1,065 Reviews"
80,80,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,925","₹2,199",12% off,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",0MP Front Camera,6.1,2.4,,4 MB RAM,,,Black,6261D Processor,1450 mAh Battery,"4,749 Ratings",231 Reviews
81,81,"vivo T3 Lite 5G (Vibrant Green, 128 GB)","₹10,499","₹14,499",27% off,4.5,"4,184 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,,4 GB RAM,128 GB,1 TB,Vibrant Green,Dimensity 6300 Processor,5000 mAh Battery,"4,184 Ratings",79 Reviews
82,82,"Motorola G34 5G (Charcoal Black, 128 GB)","₹10,999","₹13,999",21% off,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,4 GB RAM,128 GB,,Charcoal Black,Snapdragon 695 5G Processor,5000 mAh Battery,"39,729 Ratings","3,031 Reviews"
83,83,"REDMI 13C (Starshine Green, 128 GB)","₹8,499","₹13,999",39% off,4.2,"10,033 Ratings & 413 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C ,50MP Rear Camera | 8MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Starshine Green,Helio G85 Processor,5000 mAh Battery,"10,033 Ratings",413 Reviews
84,84,"vivo T3 Lite 5G (Majestic Black, 128 GB)","₹10,499","₹14,499",27% off,4.5,"4,184 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 Lite 5G ,50MP + 2MP | 8MP Front Camera,16.66,6.56,,4 GB RAM,128 GB,1 TB,Majestic Black,Dimensity 6300 Processor,5000 mAh Battery,"4,184 Ratings",79 Reviews
85,85,"vivo T2 Pro 5G (Dune Gold, 128 GB)","₹22,999","₹26,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,vivo,vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB RAM,128 GB,,Dune Gold,Dimensity 7200 Processor,4600 mAh Battery,"1,08,517 Ratings","8,423 Reviews"
86,86,"vivo T2 Pro 5G (New Moon Black, 256 GB)","₹23,999","₹27,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,vivo,vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB RAM,256 GB,,New Moon Black,Dimensity 7200 Processor,4600 mAh Battery,"1,08,517 Ratings","8,423 Reviews"
87,87,"vivo T2 Pro 5G (New Moon Black, 128 GB)","₹22,999","₹26,999",14% off,4.5,"1,08,517 Ratings & 8,423 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,vivo,vivo T2 Pro 5G ,64MP + 2MP | 16MP Front Camera,17.22,6.78,Full HD+,8 GB RAM,128 GB,,New Moon Black,Dimensity 7200 Processor,4600 mAh Battery,"1,08,517 Ratings","8,423 Reviews"
88,88,"vivo T3 5G (Cosmic Blue, 256 GB)","₹21,999","₹24,999",12% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,256 GB,,Cosmic Blue,Dimensity 7200 Processor,5000 mAh Battery,"36,142 Ratings","2,564 Reviews"
89,89,"vivo T3 5G (Cosmic Blue, 128 GB)","₹19,999","₹22,999",13% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,,Cosmic Blue,Dimensity 7200 Processor,5000 mAh Battery,"36,142 Ratings","2,564 Reviews"
90,90,"SAMSUNG Galaxy S23 5G (Green, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB RAM,128 GB,,Green,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh Lithium Ion Battery,"11,289 Ratings","1,065 Reviews"
91,91,"REDMI 12 5G (Pastel Blue, 128 GB)","₹12,499","₹17,999",30% off,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB RAM,128 GB,1 TB,Pastel Blue,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,"43,201 Ratings","1,990 Reviews"
